Date,value
2018-07-03,2707143218.975718
2018-07-04,2708578917.972982
2018-07-05,2719758742.7928057
2018-07-06,2716035714.524314
2018-07-07,2630551517.232334
2018-07-08,2639086852.8988833
2018-07-09,2617656193.699314
2018-07-10,2621958055.9404225
2018-07-11,2630093888.51045
2018-07-12,2843510050.80116
2018-07-13,2735628176.0751853
2018-07-14,2875371132.168638
2018-07-15,3072821184.2304983
2018-07-16,3072501089.902076
2018-07-17,3202433010.239602
2018-07-18,3085635269.8597736
2018-07-19,2894104981.804781
2018-07-20,3055979237.9036107
2018-07-21,2904119616.727375
2018-07-22,3242165234.7705994
2018-07-23,3340987521.787814
2018-07-24,3449495153.369037
2018-07-25,2498721071.6981635
2018-07-26,2497893235.291119
2018-07-27,2503957996.7450323
2018-07-28,2504641536.6855307
2018-07-29,2504617063.509695
2018-07-30,2499614097.6274047
2018-07-31,2500004008.542567
2018-08-01,2453551346.6156883
2018-08-02,2397246906.11482
2018-08-03,2412056293.726
2018-08-04,2434874462.112014
2018-08-05,2427717170.371292
2018-08-06,2317029505.9483604
2018-08-07,2629576496.6034784
2018-08-08,2391622986.2410865
2018-08-09,2677247668.678564
2018-08-10,2433038152.171622
2018-08-11,2396026686.684288
2018-08-12,2407658622.294623
2018-08-13,2375326435.9214625
2018-08-14,2411321574.6405063
2018-08-15,2447323371.727482
2018-08-16,2434993162.27591
2018-08-17,2405947943.302754
2018-08-18,2433497751.643381
2018-08-19,2439015130.283011
2018-08-20,2438871838.531738
2018-08-21,2725078677.2575154
2018-08-22,2728553308.795219
2018-08-23,2716639197.0934076
2018-08-24,2731483650.83002
2018-08-25,2727971118.950374
2018-08-26,2722535740.346884
2018-08-27,2723771032.1156235
2018-08-28,2732665666.390831
2018-08-29,2715010128.8133636
2018-08-30,2728039077.1536984
2018-08-31,2721520394.7395663
2018-09-01,2816280697.763921
2018-09-02,2815472562.5224586
2018-09-03,2813189896.093035
2018-09-04,2809398139.49908
2018-09-05,2810162813.893949
2018-09-06,2794774719.116717
2018-09-07,2811537527.322656
2018-09-08,2812652630.8500752
2018-09-09,2811569543.7653465
2018-09-10,2821504022.42089
2018-09-11,2811552368.644348
2018-09-12,2812137479.260313
2018-09-13,2811471886.824074
2018-09-14,2787130230.2517676
2018-09-15,2786121046.515283
2018-09-16,2789163924.121038
2018-09-17,2791102224.4472256
2018-09-18,2784048694.943757
2018-09-19,2785192872.4087276
2018-09-20,2788943336.1977253
2018-09-21,2791634391.073009
2018-09-22,2787935806.558183
2018-09-23,2798948786.2280807
2018-09-24,2785206696.5311213
2018-09-25,2788848806.7794623
2018-09-26,2784475866.7786613
2018-09-27,2788802967.69347
2018-09-28,2793938156.748332
2018-09-29,2786516141.772556
2018-09-30,2786984879.5727835
2018-10-01,2787146947.902186
2018-10-02,2784012202.20502
2018-10-03,2780675054.058713
2018-10-04,2783984271.383165
2018-10-05,2787393920.869337
2018-10-06,2783163158.37637
2018-10-07,2788311598.5473137
2018-10-08,2786255878.602316
2018-10-09,2786297377.8210297
2018-10-10,2781073505.6273065
2018-10-11,2773726364.82801
2018-10-12,2783485294.021143
2018-10-13,2782596917.9356513
2018-10-14,2780610026.531775
2018-10-15,2780058251.4118385
2018-10-16,2741743088.786245
2018-10-17,2738404240.1470094
2018-10-18,2755618646.1224275
2018-10-19,2754104126.3584948
2018-10-20,2771835186.2940855
2018-10-21,2769255515.863117
2018-10-22,2767264866.7490535
2018-10-23,2770816158.1353126
2018-10-24,2087254167.3464713
2018-10-25,2039936496.9649203
2018-10-26,2040926052.530425
2018-10-27,2041779778.3549309
2018-10-28,2045854211.5300248
2018-10-29,2050417736.83586
2018-10-30,2045435957.1106632
2018-10-31,2054102037.623181
2018-11-01,2054728480.8758912
2018-11-02,2055110924.4811862
2018-11-03,2054366245.874898
2018-11-04,2058355653.340645
2018-11-05,2006976009.2630649
2018-11-06,2045255261.1883419
2018-11-07,2047204953.6733277
2018-11-08,2051069806.466744
2018-11-09,2056799409.2331946
2018-11-10,2052590304.4168873
2018-11-11,2049517476.8911235
2018-11-12,2052518489.2781243
2018-11-13,2043198069.9238548
2018-11-14,2036466263.7881649
2018-11-15,2018746895.1455302
2018-11-16,2035600553.2074025
2018-11-17,2038204379.6122417
2018-11-18,2042210995.60713
2018-11-19,2047424658.0327399
2018-11-20,2024353860.695807
2018-11-21,2018791812.7281194
2018-11-22,2038363321.9104369
2018-11-23,2038890910.9304488
2018-11-24,2043144655.8828652
2018-11-25,2025847077.7439315
2018-11-26,2039979023.7599373
2018-11-27,2033889118.4484031
2018-11-28,2035739632.900767
2018-11-29,2047193813.4174252
2018-11-30,2055234816.6200483
2018-12-01,2047049156.2572145
2018-12-02,2050841698.1684828
2018-12-03,2041915651.1781542
2018-12-04,2052538549.7790797
2018-12-05,2052214663.1853893
2018-12-06,2037218817.906285
2018-12-07,2037768259.5430014
2018-12-08,2060263851.6043994
2018-12-09,2052773624.4192693
2018-12-10,2034843481.230647
2018-12-11,2056095153.7685962
2018-12-12,2055901920.006405
2018-12-13,2053482907.069265
2018-12-14,2049127392.6772015
2018-12-15,2065658182.369759
2018-12-16,2055986706.4454138
2018-12-17,2042314619.387589
2018-12-18,2078166973.46643
2018-12-19,2097996364.4540117
2018-12-20,2067237405.9753437
2018-12-21,2062580881.0424564
2018-12-22,2056026306.9764216
2018-12-23,2086824772.347427
2018-12-24,2068167684.436786
2018-12-25,2066946008.8996406
2018-12-26,2060284718.2792335
2018-12-27,2067085802.4608183
2018-12-28,2056263837.5365794
2018-12-29,2064938691.1037617
2018-12-30,2048421031.6895096
2018-12-31,2071214917.0616748
2019-01-01,2064549306.778545
2019-01-02,2081768947.547985
2019-01-03,2081332301.3271582
2019-01-04,2062404854.7085073
2019-01-05,2076194416.4744503
2019-01-06,2068439244.9795358
2019-01-07,2076417540.2935908
2019-01-08,2070618243.218575
2019-01-09,2066962684.5225656
2019-01-10,2068319295.3167925
2019-01-11,2076503785.0054383
2019-01-12,2074761286.1138682
2019-01-13,2065187828.638456
2019-01-14,2068137631.37113
2019-01-15,2068116971.6723764
2019-01-16,2063760229.0413232
2019-01-17,2065124095.783232
2019-01-18,2062694616.6790762
2019-01-19,2060491672.5368078
2019-01-20,2063763958.6756368
2019-01-21,2058659681.7567708
2019-01-22,2061371005.4595113
2019-01-23,2059929315.2865462
2019-01-24,2059407517.4610245
2019-01-25,2057061191.7614546
2019-01-26,2056945928.0523028
2019-01-27,2056611610.5701642
2019-01-28,2060102767.3196168
2019-01-29,2056914823.222037
2019-01-30,2058162282.3102343
2019-01-31,2056125613.0258608
2019-02-01,2057052051.8271868
2019-02-02,2054695928.8235893
2019-02-03,2054232207.880551
2019-02-04,2057661846.2949367
2019-02-05,2056423997.317251
2019-02-06,2059174017.4397101
2019-02-07,2056763122.2839253
2019-02-08,2055893421.0547292
2019-02-09,2063218010.9849248
2019-02-10,2059394220.2353392
2019-02-11,2060813517.2957861
2019-02-12,2057334897.9263623
2019-02-13,2058607949.1409292
2019-02-14,2058629803.849526
2019-02-15,2057944821.2222755
2019-02-16,2056688196.8095427
2019-02-17,2057497032.700683
2019-02-18,2055359684.4566305
2019-02-19,2054056482.1618903
2019-02-20,2056870928.2897987
2019-02-21,2058804569.6442947
2019-02-22,2058000144.164095
2019-02-23,2061101903.1792564
2019-02-24,2057579428.9799352
2019-02-25,2057172293.4819622
2019-02-26,2052560615.113406
2019-02-27,2056445494.273257
2019-02-28,2062398601.7020733
2019-03-01,2057342972.8255465
2019-03-02,2050563202.3995588
2019-03-03,2055397325.7917216
2019-03-04,2057521963.0599053
2019-03-05,2057283405.8828664
2019-03-06,2059273722.1241288
2019-03-07,2056017071.0924022
2019-03-08,2056603393.5852566
2019-03-09,2057756560.4682076
2019-03-10,2059613267.7937853
2019-03-11,2058018510.27024
2019-03-12,2056158426.2825854
2019-03-13,2057370374.5438573
2019-03-14,2054158370.5296948
2019-03-15,2058070673.8831687
2019-03-16,2058090474.3505268
2019-03-17,2057611140.5835865
2019-03-18,2055749663.4965084
2019-03-19,2059594111.0005782
2019-03-20,2056857601.5188851
2019-03-21,2058141051.4356868
2019-03-22,2056927157.9901137
2019-03-23,2055874929.1234753
2019-03-24,2058923029.916303
2019-03-25,2058377846.4799936
2019-03-26,2051277713.936206
2019-03-27,2059497756.0923193
2019-03-28,2055233665.868978
2019-03-29,2057938698.6797628
2019-03-30,2057620763.6206555
2019-03-31,2059187276.0119786
2019-04-01,2056503957.9496825
2019-04-02,2057429259.2673326
2019-04-03,2063992651.790423
2019-04-04,2065955959.728469
2019-04-05,2058884612.793791
2019-04-06,2063645670.2577176
2019-04-07,2052047755.084336
2019-04-08,2063283127.9854484
2019-04-09,2066844547.3343325
2019-04-10,2064883436.7964501
2019-04-11,2059702912.016333
2019-04-12,2064188994.878883
2019-04-13,2064796842.6238427
2019-04-14,2064081210.2217023
2019-04-15,2067703310.2835479
2019-04-16,2061673213.1570573
2019-04-17,2065850646.7347767
2019-04-18,2065512822.9429836
2019-04-19,2063243045.7907283
2019-04-20,2064755201.6432736
2019-04-21,2063756310.048199
2019-04-22,2073682937.7640917
2019-04-23,2063826783.6423793
2019-04-24,2066710175.4886181
2019-04-25,2070342265.889987
2019-04-26,2047353620.7889452
2019-04-27,2042786524.873991
2019-04-28,2042468591.0454426
2019-04-29,2037015238.6171281
2019-04-30,2043145909.419018
2019-05-01,2045683550.1407673
2019-05-02,2047453191.442309
2019-05-03,2040987464.34003
2019-05-04,2040275714.5748973
2019-05-05,2049693753.2167132
2019-05-06,2046294649.0531607
2019-05-07,2044767701.634085
2019-05-08,2043100838.1574683
2019-05-09,2049871454.6870828
2019-05-10,2055745746.139795
2019-05-11,2055140126.798761
2019-05-12,2066120588.9743962
2019-05-13,2053320888.8606331
2019-05-14,2053965936.0144777
2019-05-15,2053417468.521632
2019-05-16,2056410948.8114793
2019-05-17,2061844883.500843
2019-05-18,2064324729.5433328
2019-05-19,2065505729.9335892
2019-05-20,2062926349.0276809
2019-05-21,2065921563.1180017
2019-05-22,2062090281.05408
2019-05-23,2056883149.6314497
2019-05-24,2061262134.8652315
2019-05-25,2063259690.96601
2019-05-26,2060613018.737583
2019-05-27,2068333352.105575
2019-05-28,2061622887.2313673
2019-05-29,2061622887.2313673
2019-05-30,2060746562.1644032
2019-05-31,2062917607.0135057
2019-06-01,2060729989.7639685
2019-06-02,2062694256.6007967
2019-06-03,2058220780.187967
2019-06-04,2050467007.8340452
2019-06-05,2056503894.9146733
2019-06-06,2061510171.6989279
2019-06-07,2068011736.907346
2019-06-08,2067383137.7678435
2019-06-09,2068443262.5838683
2019-06-10,2065095172.4073865
2019-06-11,2067920867.2128856
2019-06-12,2066354112.1803727
2019-06-13,2064333364.3944988
2019-06-14,2061629669.929947
2019-06-15,2062747244.7515252
2019-06-16,2064294985.9248483
2019-06-17,2061521966.3026097
2019-06-18,2060407741.5764933
2019-06-19,2069235158.4367325
2019-06-20,3570229455.490027
2019-06-21,3576128693.296882
2019-06-22,3573088606.7578115
2019-06-23,3562869654.192345
2019-06-24,3557802745.04675
2019-06-25,3564523270.7119393
2019-06-26,3564219247.200822
2019-06-27,3539771132.287302
2019-06-28,3552864720.1395583
2019-06-29,3551389706.673602
2019-06-30,3561919866.2602863
2019-07-01,3535311442.319507
2019-07-02,3561457686.491664
2019-07-03,3566382379.050883
2019-07-04,3577972123.4720073
2019-07-05,3570217113.2154574
2019-07-06,3559642713.480675
2019-07-07,3579481363.191742
2019-07-08,3577075803.6564465
2019-07-09,3564791484.502092
2019-07-10,3562808036.057597
2019-07-11,3576572917.4553237
2019-07-12,3576444028.079833
2019-07-13,3576348203.6364255
2019-07-14,3571889150.0334644
2019-07-15,3542690109.1881547
2019-07-16,3570423336.9946322
2019-07-17,3563402790.986723
2019-07-18,3566889749.299954
2019-07-19,3579597488.507397
2019-07-20,3570843223.0179176
2019-07-21,3558610544.1213045
2019-07-22,3563721291.0106907
2019-07-23,3560422723.2364125
2019-07-24,3565262643.2044797
2019-07-25,3566060267.839516
2019-07-26,3562277706.2253256
2019-07-27,3567781085.5464344
2019-07-28,3561196236.375034
2019-07-29,3563856718.164214
2019-07-30,3549363874.681723
2019-07-31,3560098364.773232
2019-08-01,3569033681.397903
2019-08-02,3555143092.6316285
2019-08-03,3566893318.991978
2019-08-04,3558251574.8235416
2019-08-05,3566308980.2576814
2019-08-06,3558556092.9391065
2019-08-07,3559410470.108321
2019-08-08,3570444798.4099736
2019-08-09,3572108985.108403
2019-08-10,3553361320.623197
2019-08-11,3554876089.003907
2019-08-12,3562200687.5256224
2019-08-13,3555065285.3283195
2019-08-14,3558875344.0130224
2019-08-15,3550712977.048907
2019-08-16,3562369900.9283037
2019-08-17,3561947684.704014
2019-08-18,3564813559.902501
2019-08-19,3558947739.978588
2019-08-20,3568209005.9412184
2019-08-21,3554933745.2834134
2019-08-22,3563674681.5451207
2019-08-23,3563292692.094446
2019-08-24,3562709197.598054
2019-08-25,3560666049.0766134
2019-08-26,3562179302.197004
2019-08-27,3553464427.7285385
2019-08-28,3557859845.994577
2019-08-29,3562514240.1823215
2019-08-30,3559411911.85813
2019-08-31,3566660524.943584
2019-09-01,3564804964.0925236
2019-09-02,3561592034.9634614
2019-09-03,3556951793.373375
2019-09-04,3563969410.876095
2019-09-05,3563799093.778485
2019-09-06,3562012430.697566
2019-09-07,3565228317.2657304
2019-09-08,3561514297.225289
2019-09-09,3566788495.3860936
2019-09-10,3561391945.504916
2019-09-11,3564613948.5391273
2019-09-12,3564474189.297525
2019-09-13,3565141785.895736
2019-09-14,3567481702.914822
2019-09-15,3565778733.2889004
2019-09-16,3562326505.220782
2019-09-17,3559922682.466712
2019-09-18,3562997837.315615
2019-09-19,3557012139.5836153
2019-09-20,3567341551.384865
2019-09-21,3561583092.524842
2019-09-22,3560308643.045494
2019-09-23,3560059047.964597
2019-09-24,3554410705.8451314
2019-09-25,3592832841.7627206
2019-09-26,3566197858.8693175
2019-09-27,3567657625.992481
2019-09-28,3566364069.0908837
2019-09-29,3570432018.6373005
2019-09-30,3565873474.3711114
2019-10-01,3566140173.725016
2019-10-02,3576099659.5833344
2019-10-03,3571074432.6724
2019-10-04,3567220613.9087744
2019-10-05,3563728743.226812
2019-10-06,3566839635.5521703
2019-10-07,3565105666.7035947
2019-10-08,3562270008.9646497
2019-10-09,3561393646.598982
2019-10-10,3566136379.990864
2019-10-11,3566273428.2638464
2019-10-12,3558783233.143403
2019-10-13,3562687765.4062986
2019-10-14,3566190753.4596224
2019-10-15,3562469746.356078
2019-10-16,3562701963.0308404
2019-10-17,4290643937.349255
2019-10-18,4293271658.8182034
2019-10-19,4290053876.9751587
2019-10-20,4292394553.217247
2019-10-21,4295335039.711131
2019-10-22,4297893303.518676
2019-10-23,4294516192.5913825
2019-10-24,4295912133.840862
2019-10-25,4289829278.5483885
2019-10-26,4289720345.559119
2019-10-27,4286032327.363473
2019-10-28,4280403227.087565
2019-10-29,4285238496.3965764
2019-10-30,4290299219.8022575
2019-10-31,4290571163.9048963
2019-11-01,4295520274.681653
2019-11-02,4292402328.773791
2019-11-03,4297274004.476377
2019-11-04,4291350974.949207
2019-11-05,4292440543.877688
2019-11-06,4286247361.905825
2019-11-07,4288910378.389044
2019-11-08,4290025664.460029
2019-11-09,4281140240.558369
2019-11-10,4287864816.7338724
2019-11-11,4283684765.4839287
2019-11-12,4286569550.521456
2019-11-13,4294412325.255515
2019-11-14,4282553700.763622
2019-11-15,4281715106.989038
2019-11-16,4288170791.03422
2019-11-17,4294415723.030434
2019-11-18,4292153693.715395
2019-11-19,4289846713.960536
2019-11-20,4290414178.3466663
2019-11-21,4288809724.8423734
2019-11-22,4292424386.707467
2019-11-23,4307290446.789244
2019-11-24,4292479947.931959
2019-11-25,4293854079.141539
2019-11-26,4293965830.7886467
2019-11-27,4290698536.3824816
2019-11-28,4285167649.130439
2019-11-29,4292216044.6782885
2019-11-30,4286771768.5368767
2019-12-01,4286494287.1856794
2019-12-02,4288996420.0145025
2019-12-03,4289905360.0254
2019-12-04,4286019192.1538186
2019-12-05,4287650290.8584337
2019-12-06,4283121715.8592286
2019-12-07,4288527224.179576
2019-12-08,4285244210.6415615
2019-12-09,4284190124.393583
2019-12-10,4288018633.665489
2019-12-11,4287290646.7029333
2019-12-12,4285078168.7105346
2019-12-13,4291936960.869422
2019-12-14,4285342719.413138
2019-12-15,4287222687.7651443
2019-12-16,4285886684.7091284
2019-12-17,4291385778.3077035
2019-12-18,4297263155.708665
2019-12-19,4294101801.6877546
2019-12-20,4290171199.0560904
2019-12-21,4292182605.6316495
2019-12-22,4291227631.673356
2019-12-23,4299511702.3555155
2019-12-24,4295666750.9686165
2019-12-25,4288724781.647807
2019-12-26,4288721465.2944646
2019-12-27,4289428178.0955973
2019-12-28,4291565866.063677
2019-12-29,4285608435.720256
2019-12-30,4287781029.7340155
2019-12-31,4281011670.9315376
2020-01-01,4285941694.738991
2020-01-02,4286266485.3207355
2020-01-03,4288898575.229704
2020-01-04,4283023028.1804905
2020-01-05,4287220840.862627
2020-01-06,4281391701.4349484
2020-01-07,4285344128.9621105
2020-01-08,4279309316.940058
2020-01-09,4273984481.0242386
2020-01-10,4286942072.2085485
2020-01-11,4288341143.272189
2020-01-12,4273319340.088697
2020-01-13,4281347849.5961967
2020-01-14,4282360329.8870263
2020-01-15,4278526948.1391935
2020-01-16,4286133433.3041477
2020-01-17,4277820757.819113
2020-01-18,4279860809.687358
2020-01-19,4277817641.5174227
2020-01-20,4282607058.0138593
2020-01-21,4281327773.24018
2020-01-22,4283473427.904655
2020-01-23,4282886404.333369
2020-01-24,4279582980.171292
2020-01-25,4289750200.54091
2020-01-26,4283647990.5767603
2020-01-27,4285728293.985232
2020-01-28,4277424753.5497913
2020-01-29,4295159219.365079
2020-01-30,4276714293.7678623
2020-01-31,4277899662.966756
2020-02-01,4277278307.8863506
2020-02-02,4279297792.444087
2020-02-03,4285631681.8754773
2020-02-04,4291651783.0249114
2020-02-05,4279687870.004281
2020-02-06,4281286725.960383
2020-02-07,4280165005.9691873
2020-02-08,4283434128.752056
2020-02-09,4283445364.169793
2020-02-10,4304246879.444564
2020-02-11,4293957672.4137683
2020-02-12,4288414305.541914
2020-02-13,4276982477.616516
2020-02-14,4279251912.61609
2020-02-15,4283562617.3753257
2020-02-16,4282126676.342095
2020-02-17,4287194543.0562115
2020-02-18,4296553112.351896
2020-02-19,4285326170.913868
2020-02-20,4282876600.3408866
2020-02-21,4287659834.945381
2020-02-22,4286189909.950764
2020-02-23,4285130709.1202736
2020-02-24,4294456127.209374
2020-02-25,4289228245.46827
2020-02-26,4284267566.820399
2020-02-27,4279357850.6112013
2020-02-28,4290501476.9167504
2020-02-29,4284583525.7589073
2020-03-01,4281707677.9713054
2020-03-02,4287586058.2481146
2020-03-03,4287612678.8629875
2020-03-04,4290848897.27709
2020-03-05,4294158069.3345623
2020-03-06,4283452585.4754834
2020-03-07,4292195689.740502
2020-03-08,4288082506.561007
2020-03-09,4262796415.2644653
2020-03-10,4299840152.818669
2020-03-11,4301130617.355973
2020-03-12,4311456649.06912
2020-03-13,4308381652.1723
2020-03-14,4340812840.148948
2020-03-15,4271079465.443513
2020-03-16,4293832554.0874405
2020-03-17,4317599420.116166
2020-03-18,4306583144.903502
2020-03-19,4231721926.3548894
2020-03-20,4294893981.1129794
2020-03-21,4342066151.500842
2020-03-22,4274759423.202568
2020-03-23,4298879010.052839
2020-03-24,4298542912.578629
2020-03-25,4287070634.488864
2020-03-26,4304355950.614791
2020-03-27,4300196108.958909
2020-03-28,4285259141.8545556
2020-03-29,4291651284.5904016
2020-03-30,4298897388.168864
2020-03-31,4303567262.188679
2020-04-01,4282455239.003254
2020-04-02,4298464571.519161
2020-04-03,6308898014.114253
2020-04-04,6345586550.244182
2020-04-05,6341175558.074301
2020-04-06,6357859575.226397
2020-04-07,6348996817.026262
2020-04-08,6337540894.788158
2020-04-09,6342789172.680911
2020-04-10,6351749244.043133
2020-04-11,6360286245.591112
2020-04-12,6358136925.695003
2020-04-13,6360712294.279481
2020-04-14,6342632339.143849
2020-04-15,6353107084.775323
2020-04-16,6338368646.483199
2020-04-17,6367320936.370214
2020-04-18,6354943648.30677
2020-04-19,6348280713.036977
2020-04-20,6370176428.689886
2020-04-21,6369201538.20172
2020-04-22,6355845853.437884
2020-04-23,7133234307.712267
2020-04-24,7101969333.498758
2020-04-25,7109426016.447717
2020-04-26,7125314349.5182
2020-04-27,7139857876.920758
2020-04-28,7149322731.405218
2020-04-29,7134423239.958819
2020-04-30,7692068637.4595785
2020-05-01,7699585322.264011
2020-05-02,7792729872.971917
2020-05-03,7801751804.259999
2020-05-04,7820865420.207942
2020-05-05,7790956108.477815
2020-05-06,7861206043.337105
2020-05-07,7930935317.334048
2020-05-08,8079054026.436567
2020-05-09,8155833351.537392
2020-05-10,8313422573.53834
2020-05-11,8473215858.870962
2020-05-12,8491686231.453566
2020-05-13,8640172742.42414
2020-05-14,8634423669.521152
2020-05-15,8807791056.89655
2020-05-16,8864847685.30716
2020-05-17,8887329332.965754
2020-05-18,8975796528.270578
2020-05-19,8946398316.112976
2020-05-20,8925141348.99949
2020-05-21,8949763767.907099
2020-05-22,8937031687.246744
2020-05-23,8904835042.617306
2020-05-24,8912893843.612572
2020-05-25,8973070176.193398
2020-05-26,9005148939.976181
2020-05-27,9000991564.001087
2020-05-28,9015071777.711218
2020-05-29,9034880313.063711
2020-05-30,9046743741.068209
2020-05-31,9107846024.869493
2020-06-01,9087003495.855902
2020-06-02,9131206431.3614
2020-06-03,9212094570.570204
2020-06-04,9223480386.249006
2020-06-05,9264926473.527744
2020-06-06,9267985509.014711
2020-06-07,9281349701.220112
2020-06-08,9304968054.95925
2020-06-09,9330982636.887531
2020-06-10,9350784917.608734
2020-06-11,9408692692.61926
2020-06-12,9436245876.511108
2020-06-13,9486299302.532066
2020-06-14,9481923029.653166
2020-06-15,9493593132.609491
2020-06-16,9518736918.186726
2020-06-17,9544643008.515339
2020-06-18,9549847479.554846
2020-06-19,9574951885.114128
2020-06-20,9614392469.97571
2020-06-21,9627169919.215635
2020-06-22,9622223221.900679
2020-06-23,9630499942.836613
2020-06-24,9601992527.144379
