Date,value
2018-01-01,37.38134640227937
2018-01-02,37.291000632125495
2018-01-03,34.4367700854074
2018-01-04,34.28138822669406
2018-01-05,37.89221249432704
2018-01-06,36.2863685669102
2018-01-07,33.541935732506545
2018-01-08,33.95981443384232
2018-01-09,33.298468435140116
2018-01-10,33.68631690426567
2018-01-11,33.761126623761264
2018-01-12,32.387681622993995
2018-01-13,32.05227755063381
2018-01-14,32.29722668495821
2018-01-15,33.71225289489814
2018-01-16,27.427604684509266
2018-01-17,34.95357683971648
2018-01-18,34.0139136645442
2018-01-19,34.194461635373514
2018-01-20,34.53595564768828
2018-01-21,34.80156879668209
2018-01-22,34.78931164350641
2018-01-23,34.69881074940888
2018-01-24,34.37369861364027
2018-01-25,34.278844520643844
2018-01-26,34.43499936929362
2018-01-27,34.46261584767991
2018-01-28,33.21834228976917
2018-01-29,31.77512667649609
2018-01-30,33.414960026823856
2018-01-31,33.82476760326053
2018-02-01,33.42511183405036
2018-02-02,33.96219860405013
2018-02-03,35.025243912760025
2018-02-04,34.12698702320049
2018-02-05,35.18161777635158
2018-02-06,35.79959965455607
2018-02-07,35.11454300224552
2018-02-08,35.859905096723374
2018-02-09,35.44709039528687
2018-02-10,34.673779089871765
2018-02-11,34.42725681369273
2018-02-12,34.435094575861
2018-02-13,34.83046473404612
2018-02-14,34.78959294424022
2018-02-15,34.682192566237354
2018-02-16,35.80556219029035
2018-02-17,35.59033070016111
2018-02-18,36.407211047245106
2018-02-19,37.01465869319017
2018-02-20,37.66607215027149
2018-02-21,39.40400628834181
2018-02-22,38.965458632299445
2018-02-23,39.21433174639402
2018-02-24,38.58118567891259
2018-02-25,38.50925973473046
2018-02-26,38.01226516923083
2018-02-27,38.924700205603216
2018-02-28,39.542190828109156
2018-03-01,39.85664239801119
2018-03-02,40.30530349590632
2018-03-03,40.979280014378524
2018-03-04,41.78989014287032
2018-03-05,41.27729420284487
2018-03-06,42.04167955326275
2018-03-07,41.61430254492299
2018-03-08,38.37633824445659
2018-03-09,41.99393811039408
2018-03-10,41.38775472758858
2018-03-11,41.36155110453851
2018-03-12,41.73040270099466
2018-03-13,41.73962837255925
2018-03-14,41.895847331688145
2018-03-15,42.25760010207353
2018-03-16,42.465916146609516
2018-03-17,42.81627473351319
2018-03-18,43.46908533521832
2018-03-19,44.240822924879225
2018-03-20,43.68194190327786
2018-03-21,43.65845251994946
2018-03-22,43.60752567095159
2018-03-23,43.390420040554936
2018-03-24,43.60007418030937
2018-03-25,43.53127758868076
2018-03-26,42.924166465521076
2018-03-27,43.465240701320994
2018-03-28,43.82370371413754
2018-03-29,44.08155514538452
2018-03-30,44.733065269072995
2018-03-31,43.823591337290566
2018-04-01,44.043801854188885
2018-04-02,45.26654026081924
2018-04-03,45.238055055973504
2018-04-04,44.470288686254314
2018-04-05,44.873976374190555
2018-04-06,44.486197690196725
2018-04-07,44.816578745819875
2018-04-08,44.9090331773511
2018-04-09,44.71695784720971
2018-04-10,44.09289085458235
2018-04-11,43.66399388807377
2018-04-12,42.42209857889793
2018-04-13,42.43808139159354
2018-04-14,42.36518776881415
2018-04-15,42.50170452943793
2018-04-16,41.92965613298634
2018-04-17,41.639001771265974
2018-04-18,41.39701148038973
2018-04-19,40.29347486571782
2018-04-20,38.958934748068856
2018-04-21,37.9073961163169
2018-04-22,38.943669912622006
2018-04-23,38.31996183595531
2018-04-24,37.541784997118235
2018-04-25,37.66645888433791
2018-04-26,38.584393580855156
2018-04-27,37.64682060252567
2018-04-28,37.58381333888843
2018-04-29,36.94095021279505
2018-04-30,36.36962245598253
2018-05-01,37.10715832409101
2018-05-02,36.43580663502687
2018-05-03,36.00303700307956
2018-05-04,34.82756142296314
2018-05-05,35.81499705254997
2018-05-06,35.317970128574025
2018-05-07,35.50546187268138
2018-05-08,35.90260469304843
2018-05-09,34.85212985500175
2018-05-10,35.950131435052015
2018-05-11,36.49023927788087
2018-05-12,37.15752800640574
2018-05-13,36.833046954572914
2018-05-14,36.149653042555855
2018-05-15,36.22958950841325
2018-05-16,36.62122729503575
2018-05-17,36.50320071723851
2018-05-18,35.44914950353941
2018-05-19,36.591197790992844
2018-05-20,36.91745987359337
2018-05-21,36.71273152328894
2018-05-22,37.05599646055017
2018-05-23,37.69020789356215
2018-05-24,38.527313180295984
2018-05-25,37.17855424875247
2018-05-26,37.76469580041304
2018-05-27,37.476442980703354
2018-05-28,37.61327161709438
2018-05-29,39.27758124895364
2018-05-30,38.23197521206035
2018-05-31,38.35313794074968
2018-06-01,37.951613952856526
2018-06-02,37.87591580484092
2018-06-03,37.38426633277924
2018-06-04,36.79188357898699
2018-06-05,37.10802841775766
2018-06-06,36.78562732049716
2018-06-07,37.38482277389111
2018-06-08,37.43743098725078
2018-06-09,37.6265726335868
2018-06-10,37.677793391995664
2018-06-11,38.40769002517078
2018-06-12,38.45762839492715
2018-06-13,39.15914242056314
2018-06-14,39.34277248320826
2018-06-15,38.71921048425608
2018-06-16,39.222175268535096
2018-06-17,39.325269104499085
2018-06-18,39.32730251302734
2018-06-19,39.296514890823886
2018-06-20,38.80766951401825
2018-06-21,38.846951419635126
2018-06-22,39.10536618966689
2018-06-23,39.760853497450576
2018-06-24,39.90151761926013
2018-06-25,40.9102744980888
2018-06-26,40.73660680106972
2018-06-27,41.584163453630794
2018-06-28,41.04376534665706
2018-06-29,41.35444833896005
2018-06-30,43.48505384816255
2018-07-01,44.78563125684001
2018-07-02,41.49525609631509
2018-07-03,40.56281673041611
2018-07-04,40.71747925511544
2018-07-05,40.096237153030806
